Gender,Education Level,Marital Status,Income,Credit Score,Employment Status,Debt-to-Income Ratio,Risk Rating
Female,High School,Single,79834,690,Unemployed,0.360838913,Low
Female,Bachelor's,Married,71030,704,Self-employed,0.404250233,Low
Female,Master's,Single,69545,621,Employed,0.586080742,High
Non-binary,Master's,Married,,698,Unemployed,0.146765475,Low
Male,Master's,Divorced,78916,604,Unemployed,0.551068591,High
Male,Bachelor's,Single,47075,742,Self-employed,0.386571467,Low
Male,PhD,Widowed,114176,698,Self-employed,0.324882221,High
Non-binary,High School,Single,107157,,Employed,0.352866157,High
Female,PhD,Married,36017,,Self-employed,0.344326339,Low
Female,Bachelor's,Widowed,88513,632,Self-employed,0.190716518,Low
Female,Bachelor's,Widowed,77888,676,Unemployed,0.502860195,High
Female,High School,Widowed,82820,690,Employed,0.189016297,Low
Non-binary,Bachelor's,Single,50982,694,Unemployed,0.501813699,Low
Male,High School,Married,55843,744,Unemployed,0.554835906,Low
Non-binary,High School,Widowed,56622,732,Unemployed,0.543936911,Low
Non-binary,Master's,Widowed,54984,704,Self-employed,0.145045791,Low
Male,Master's,Married,62002,647,Unemployed,0.230987632,Low
Non-binary,Master's,Married,36488,680,Unemployed,0.466703792,Low
Female,PhD,Widowed,87703,607,Self-employed,0.365229566,Low
Non-binary,High School,Single,109515,699,Employed,0.544549845,Low
Female,Master's,Divorced,30847,647,Self-employed,0.548137296,Low
Male,Bachelor's,Widowed,117384,745,Unemployed,0.167715275,Low
Non-binary,Bachelor's,Single,88235,,Employed,0.505990478,Low
Non-binary,Master's,Widowed,,704,Unemployed,0.219632767,Low
Non-binary,Bachelor's,Widowed,110185,789,Employed,0.528662275,High
Male,PhD,Widowed,80706,,Unemployed,0.27911138,High
Non-binary,Bachelor's,Married,,698,Employed,0.463777618,Low
Non-binary,PhD,Single,21144,,Self-employed,0.367386681,Low
Male,Master's,Single,91973,690,Self-employed,0.415438797,Low
Non-binary,High School,Married,39309,752,Unemployed,0.275057191,High
Male,Master's,Divorced,,712,Self-employed,0.577533098,Low
Male,Bachelor's,Widowed,53241,745,Self-employed,0.282965233,Low
Male,PhD,Married,81274,638,Unemployed,0.431314247,Low
Male,Master's,Widowed,103504,,Self-employed,0.412171607,High
Non-binary,High School,Single,,682,Unemployed,0.284611752,High
Female,Bachelor's,Divorced,50340,604,Employed,0.120125141,Low
Non-binary,Master's,Single,38256,626,Unemployed,0.457045966,High
Non-binary,PhD,Married,40221,690,Unemployed,0.133544414,Low
Female,PhD,Widowed,118598,719,Employed,0.501988619,Low
Non-binary,Bachelor's,Married,80262,725,Employed,0.180260161,Low
Non-binary,Master's,Single,76902,716,Self-employed,0.400330838,Low
Male,PhD,Married,,765,Employed,0.528327138,Low
Non-binary,High School,Widowed,46968,741,Unemployed,0.295507482,High
Female,Master's,Divorced,78735,769,Self-employed,0.501244373,Low
Male,High School,Widowed,119500,725,Self-employed,0.553357054,Low
Female,High School,Single,29028,748,Employed,0.107689981,High
Male,Master's,Widowed,,639,Employed,0.22114157,High
Non-binary,Master's,Single,55249,,Employed,0.112081631,Low
Non-binary,Master's,Single,104270,616,Unemployed,0.447826886,High
Non-binary,PhD,Single,27240,703,Unemployed,0.592663268,Low
Male,Bachelor's,Married,41143,672,Unemployed,0.482062725,Low
Male,Bachelor's,Widowed,,,Self-employed,0.189820545,High
Non-binary,High School,Single,66580,614,Unemployed,0.16306733,High
Female,High School,Divorced,30935,656,Employed,0.388077148,High
Female,Bachelor's,Single,50936,602,Employed,0.178084564,High
Female,High School,Single,43095,740,Employed,0.553621157,High
Non-binary,High School,Widowed,92323,776,Employed,0.577896053,Low
Non-binary,High School,Single,83177,709,Employed,0.517916456,High
Female,PhD,Married,42066,654,Self-employed,0.163652024,High
Female,Master's,Married,25274,,Unemployed,0.167636928,High
Male,High School,Single,22583,655,Self-employed,0.435354403,High
Non-binary,High School,Married,31408,761,Employed,0.352844923,Low
Male,Master's,Married,102246,646,Self-employed,0.283512687,High
Female,PhD,Single,32467,722,Employed,0.531532187,High
Non-binary,Bachelor's,Single,89086,794,Self-employed,0.342202061,High
Female,PhD,Widowed,51989,701,Unemployed,0.172719631,High
Non-binary,PhD,Single,84587,,Self-employed,0.432212426,Low
Male,Master's,Married,,770,Self-employed,0.177182937,High
Non-binary,High School,Married,,678,Unemployed,0.209576846,High
Male,Bachelor's,Married,66266,,Unemployed,0.129692433,High
Non-binary,PhD,Married,116917,,Unemployed,0.135164034,Low
Female,Master's,Married,112407,684,Employed,0.221396815,Low
Male,Bachelor's,Divorced,63769,651,Self-employed,0.458144143,Low
Non-binary,Bachelor's,Single,59536,745,Unemployed,0.112477869,Low
Non-binary,High School,Divorced,118322,671,Employed,0.162379508,Low
Non-binary,High School,Single,86851,,Employed,0.364878381,High
Non-binary,Bachelor's,Single,,,Self-employed,0.48125184,Low
Non-binary,High School,Divorced,81354,,Self-employed,0.478696642,High
Non-binary,High School,Widowed,21573,757,Employed,0.23331126,High
Non-binary,High School,Divorced,33860,630,Self-employed,0.108685451,High
Female,High School,Divorced,,,Unemployed,0.1583514,Low
Non-binary,Master's,Married,39965,612,Self-employed,0.338383957,High
Male,High School,Married,26611,,Self-employed,0.376399837,Low
Male,High School,Widowed,75598,630,Unemployed,0.506312238,Low
Female,Bachelor's,Widowed,91819,653,Self-employed,0.505514057,Low
Male,Master's,Single,37310,739,Unemployed,0.404723659,Low
Non-binary,Bachelor's,Widowed,87593,748,Self-employed,0.510465686,Low
Female,Bachelor's,Widowed,83436,688,Employed,0.180271983,High
Female,High School,Married,54024,638,Employed,0.16792141,High
Male,Bachelor's,Widowed,54256,786,Employed,0.528183333,Low
Female,High School,Married,95207,649,Self-employed,0.322634259,Low
Non-binary,High School,Widowed,,738,Unemployed,0.109966769,Low
Non-binary,PhD,Widowed,,681,Unemployed,0.354057235,High
Non-binary,Bachelor's,Widowed,,653,Unemployed,0.361181766,Low
Female,Master's,Single,107440,,Self-employed,0.339739243,Low
Non-binary,Master's,Married,51177,618,Self-employed,0.388946419,Low
Non-binary,Master's,Single,57780,706,Unemployed,0.42014149,Low
Male,High School,Married,46465,,Self-employed,0.262285948,Low
Male,High School,Married,,719,Unemployed,0.378145602,Low
Non-binary,Master's,Divorced,89561,668,Self-employed,0.485948182,High
Female,High School,Single,103391,655,Unemployed,0.292019929,High
Male,High School,Single,44668,707,Unemployed,0.571458556,Low
Non-binary,Master's,Single,43354,612,Self-employed,0.400311297,Low
Female,Master's,Single,105695,790,Unemployed,0.277703249,Low
Non-binary,PhD,Widowed,92179,615,Unemployed,0.366882178,Low
Male,Bachelor's,Married,47973,639,Self-employed,0.580614862,Low
Non-binary,PhD,Married,,606,Self-employed,0.133072936,Low
Male,High School,Married,59305,797,Self-employed,0.420784371,Low
Female,Master's,Single,115148,769,Unemployed,0.441856984,Low
Male,Bachelor's,Married,86421,602,Unemployed,0.202836292,High
Non-binary,PhD,Widowed,,716,Self-employed,0.580464365,High
Male,Bachelor's,Married,115675,,Unemployed,0.150961689,High
Non-binary,Master's,Widowed,,672,Self-employed,0.123614998,Low
Non-binary,Master's,Widowed,74679,738,Self-employed,0.415729619,Low
Male,PhD,Widowed,92795,763,Employed,0.324833577,Low
Female,Bachelor's,Widowed,45333,,Employed,0.137224261,Low
Female,PhD,Widowed,,672,Employed,0.181344256,High
Female,High School,Divorced,39928,699,Unemployed,0.312279363,Low
Female,Master's,Single,52121,789,Employed,0.188130979,Low
Male,High School,Single,92497,630,Unemployed,0.124451089,Low
Non-binary,PhD,Married,28048,686,Employed,0.442202373,High
Female,Master's,Widowed,54227,682,Employed,0.182902415,Low
Male,PhD,Married,109147,721,Self-employed,0.375728624,Low
Female,High School,Widowed,53677,,Employed,0.239849685,High
Non-binary,PhD,Widowed,106111,668,Employed,0.182762687,High
Female,Bachelor's,Single,,759,Self-employed,0.112891129,Low
Non-binary,High School,Single,52089,799,Employed,0.418482481,Low
Female,Bachelor's,Single,74086,771,Self-employed,0.262633729,High
Male,Master's,Widowed,53701,647,Self-employed,0.136262224,Low
Non-binary,Bachelor's,Widowed,94095,760,Employed,0.310627736,Low
Female,High School,Widowed,39589,643,Employed,0.532344994,Low
Male,High School,Divorced,69573,604,Unemployed,0.533855186,High
Non-binary,High School,Single,80526,,Self-employed,0.180642768,Low
Female,Bachelor's,Widowed,44520,729,Unemployed,0.493905328,High
Female,High School,Divorced,99149,673,Unemployed,0.188577478,High
Male,Master's,Single,106649,645,Self-employed,0.266260652,High
Male,PhD,Divorced,93185,673,Unemployed,0.224023152,Low
Male,High School,Divorced,107630,657,Self-employed,0.51589196,High
Female,Master's,Married,111733,665,Unemployed,0.152579559,High
Non-binary,Bachelor's,Widowed,92776,770,Employed,0.300149697,Low
Non-binary,PhD,Widowed,30607,702,Employed,0.38462127,Low
Female,Bachelor's,Widowed,,,Employed,0.235956825,Low
Male,High School,Married,27712,791,Unemployed,0.424957805,Low
Non-binary,Bachelor's,Married,104046,644,Self-employed,0.412184529,Low
Non-binary,Master's,Divorced,,672,Self-employed,0.552445215,High
Female,High School,Single,,,Unemployed,0.226442154,Low
Non-binary,Bachelor's,Divorced,105548,609,Self-employed,0.57841278,Low
Male,Bachelor's,Married,119969,647,Self-employed,0.594950947,Low
Female,PhD,Single,83220,660,Self-employed,0.120678596,Low
Female,Master's,Widowed,63341,643,Self-employed,0.262490159,High
Female,Master's,Widowed,,756,Unemployed,0.357666086,High
Male,Master's,Single,101658,769,Employed,0.579164268,High
Female,High School,Divorced,103094,691,Employed,0.549779509,High
Female,Master's,Married,30372,643,Self-employed,0.415011687,Low
Male,Master's,Married,76922,660,Unemployed,0.333238729,Low
Non-binary,Bachelor's,Single,56492,745,Unemployed,0.174680356,Low
Female,High School,Divorced,50806,,Unemployed,0.313593498,Low
Male,High School,Married,,705,Employed,0.586950143,Low
Female,High School,Divorced,95998,748,Employed,0.190274311,High
Male,Bachelor's,Married,22766,774,Unemployed,0.267092501,High
Female,PhD,Widowed,94967,620,Unemployed,0.183438462,Low
Male,Master's,Widowed,66901,729,Employed,0.111682151,Low
Female,Bachelor's,Single,,743,Employed,0.231090845,Low
Male,PhD,Divorced,41777,,Unemployed,0.564103782,High
Non-binary,Master's,Widowed,82805,654,Employed,0.518339788,Low
Female,Master's,Married,105970,785,Unemployed,0.293463057,Low
Non-binary,PhD,Divorced,43485,734,Employed,0.515975865,Low
Male,PhD,Married,,661,Self-employed,0.10921849,Low
Male,High School,Single,95172,739,Self-employed,0.562012131,Low
Non-binary,Master's,Widowed,51212,775,Unemployed,0.575881586,High
Male,Bachelor's,Widowed,53236,682,Employed,0.361972931,Low
Male,High School,Divorced,,750,Employed,0.55965476,High
Female,Bachelor's,Single,26566,795,Unemployed,0.146563747,Low
Non-binary,Bachelor's,Married,57538,759,Employed,0.501034719,Low
Non-binary,High School,Widowed,,667,Unemployed,0.356068761,High
Female,Master's,Married,72320,695,Unemployed,0.382695158,Low
Male,PhD,Divorced,98349,688,Unemployed,0.469309309,Low
Female,Master's,Widowed,38642,698,Unemployed,0.373498673,Low
Non-binary,High School,Single,107102,749,Self-employed,0.122884439,Low
Non-binary,High School,Single,55902,,Employed,0.343315738,High
Female,High School,Single,110724,746,Self-employed,0.361240821,Low
Non-binary,Bachelor's,Married,71534,786,Unemployed,0.256566968,Low
Non-binary,High School,Widowed,104084,609,Employed,0.494688476,Low
Female,PhD,Single,26306,796,Employed,0.163305711,Low
Non-binary,Bachelor's,Single,36163,667,Unemployed,0.277411586,High
Female,Bachelor's,Single,75499,606,Self-employed,0.404581903,Low
Male,Master's,Married,68155,641,Self-employed,0.493747023,Low
Male,High School,Single,100977,705,Self-employed,0.197385023,High
Non-binary,Bachelor's,Divorced,44474,726,Employed,0.167261879,Low
Male,PhD,Widowed,94426,711,Self-employed,0.144073159,High
Non-binary,PhD,Divorced,69002,750,Unemployed,0.537145674,Low
Non-binary,Master's,Married,86553,678,Unemployed,0.169868206,Low
Male,Bachelor's,Widowed,65706,615,Unemployed,0.150337269,Low
Female,Master's,Single,26674,747,Employed,0.395896557,High
Male,PhD,Single,116854,711,Unemployed,0.318598074,High
Male,PhD,Single,24403,668,Self-employed,0.560989924,High
Female,High School,Married,87113,755,Self-employed,0.452326778,Low
Male,Bachelor's,Divorced,108789,799,Self-employed,0.347288005,Low
Non-binary,Bachelor's,Single,113057,719,Unemployed,0.418677428,Low
Non-binary,Master's,Divorced,46162,,Unemployed,0.246903457,Low
Non-binary,PhD,Divorced,102897,637,Self-employed,0.410651496,Low
Female,Master's,Single,69040,682,Self-employed,0.339579966,High
Non-binary,PhD,Single,21151,647,Self-employed,0.408625047,Low
Male,PhD,Widowed,43731,785,Self-employed,0.598908779,Low
Non-binary,High School,Widowed,48615,630,Unemployed,0.444208765,High
Non-binary,Bachelor's,Divorced,65957,,Self-employed,0.345635398,Low
Male,Bachelor's,Married,67452,714,Employed,0.551606964,Low
Female,Master's,Divorced,53872,,Employed,0.117681055,Low
Male,Bachelor's,Single,119317,786,Employed,0.217967468,High
Female,High School,Single,90540,717,Unemployed,0.425707621,Low
Female,PhD,Married,,602,Employed,0.137354903,High
Non-binary,Master's,Divorced,67631,645,Employed,0.248367719,High
Male,High School,Widowed,118286,694,Unemployed,0.396852485,High
Male,PhD,Single,109447,,Unemployed,0.552610874,Low
Non-binary,Bachelor's,Married,27546,742,Employed,0.409211542,High
Female,PhD,Single,81526,623,Self-employed,0.109221678,Low
Non-binary,High School,Married,54571,653,Unemployed,0.537433668,Low
Non-binary,High School,Widowed,,623,Self-employed,0.466825846,High
Male,Master's,Single,112480,783,Employed,0.460562478,High
Non-binary,High School,Married,104462,623,Self-employed,0.110689839,High
Non-binary,Master's,Widowed,,646,Employed,0.33059445,High
Male,Master's,Widowed,28758,688,Employed,0.373077313,Low
Non-binary,PhD,Single,101380,,Self-employed,0.219885868,Low
Male,Master's,Widowed,,611,Employed,0.449040189,Low
Male,Bachelor's,Single,70241,735,Unemployed,0.256425263,Low
Female,Master's,Widowed,110027,794,Self-employed,0.255074233,Low
Male,Master's,Widowed,64405,624,Self-employed,0.194746298,High
Female,PhD,Divorced,43461,729,Employed,0.212789517,Low
Non-binary,Master's,Married,111190,707,Employed,0.320332304,Low
Female,PhD,Divorced,24739,736,Self-employed,0.135632921,High
Female,PhD,Widowed,63835,739,Unemployed,0.186421817,Low
Female,Master's,Divorced,34155,666,Employed,0.279241061,High
Non-binary,Bachelor's,Single,29114,659,Unemployed,0.250900551,Low
Male,Bachelor's,Widowed,,,Unemployed,0.266733661,High
Female,PhD,Divorced,106766,707,Unemployed,0.226954677,High
Male,Bachelor's,Married,,691,Unemployed,0.206905052,Low
Non-binary,Master's,Single,108377,691,Unemployed,0.104862171,Low
Male,Master's,Widowed,37545,747,Unemployed,0.257896833,Low
Female,PhD,Married,,634,Self-employed,0.403847636,Low
Female,Master's,Married,75430,646,Self-employed,0.12250673,Low
Female,Bachelor's,Married,62348,607,Employed,0.165230032,Low
Non-binary,PhD,Divorced,40317,657,Self-employed,0.333908453,High
Male,Bachelor's,Divorced,96169,684,Self-employed,0.131962554,High
Female,PhD,Single,44671,666,Self-employed,0.399119681,High
Female,High School,Widowed,115661,,Self-employed,0.161941594,High
Non-binary,Bachelor's,Widowed,92613,657,Self-employed,0.23746499,Low
Non-binary,High School,Single,,676,Employed,0.305077969,High
Female,PhD,Married,56784,742,Self-employed,0.110264309,Low
Female,Master's,Divorced,98819,777,Employed,0.172524316,High
Male,Bachelor's,Single,49607,717,Employed,0.286194137,Low
Non-binary,High School,Divorced,77402,693,Employed,0.220413594,High
Non-binary,Bachelor's,Married,,610,Unemployed,0.176988288,Low
Male,Master's,Divorced,110810,,Self-employed,0.435045115,Low
Non-binary,PhD,Widowed,,714,Employed,0.470045552,High
Male,PhD,Married,36652,795,Unemployed,0.431628812,Low
Male,Master's,Single,116794,740,Employed,0.508111027,High
Male,High School,Widowed,30058,728,Unemployed,0.312126996,High
Male,Master's,Single,59860,697,Employed,0.51731252,High
Female,PhD,Divorced,113949,720,Unemployed,0.421505902,Low
Female,Bachelor's,Widowed,40886,710,Unemployed,0.100759876,Low
Female,Bachelor's,Married,87551,791,Employed,0.480174598,Low
Male,High School,Widowed,99304,624,Employed,0.251414502,Low
Female,Bachelor's,Single,,754,Unemployed,0.164191811,Low
Male,PhD,Widowed,92307,713,Unemployed,0.445767935,High
Non-binary,PhD,Single,72755,751,Employed,0.361295878,Low
Non-binary,PhD,Single,58297,,Self-employed,0.550836392,High
Male,High School,Widowed,83328,630,Unemployed,0.536086057,Low
Male,Master's,Widowed,42388,,Unemployed,0.136225415,Low
Female,Master's,Widowed,,781,Employed,0.473034513,Low
Female,PhD,Single,47786,,Employed,0.135941852,High
Male,PhD,Married,48502,724,Employed,0.28715365,Low
Female,PhD,Divorced,,615,Employed,0.149508411,High
Non-binary,PhD,Married,103785,647,Self-employed,0.272825146,Low
Non-binary,Master's,Married,61604,696,Unemployed,0.134326787,Low
Male,PhD,Married,109695,720,Unemployed,0.31708136,Low
Non-binary,Bachelor's,Single,107680,799,Self-employed,0.502257722,Low
Non-binary,Master's,Married,24714,644,Unemployed,0.564750452,High
Female,PhD,Married,54722,687,Employed,0.298336581,Low
Female,Master's,Widowed,25818,693,Unemployed,0.418630599,Low
Male,PhD,Divorced,28163,713,Unemployed,0.324933505,Low
Male,High School,Single,23078,727,Self-employed,0.426708564,Low
Male,Master's,Divorced,25521,793,Unemployed,0.249098673,High
Non-binary,PhD,Widowed,,631,Unemployed,0.324670443,High
Female,High School,Divorced,111963,734,Unemployed,0.390625168,Low
